OriginalId,Deadline,Address
2037547,25/03/2026,"-Hồ Chí Minh:Tầng 4, tòa nhà QTSC9, Công Viên Phần Mềm Quang Trung, Phường Trung Mỹ Tây-Đắk Lắk:39 Trường Chinh, tòa nhà Misa, Phường Buôn Ma Thuột"
2033513,13/03/2026,"-Hà Nội:The Sun Building, No. 3 Me Tri Street, Tu Liem Ward, Phường Từ Liêm"
1987778,21/03/2026,"-Hồ Chí Minh:125/45C Âu Dương Lân, Phường Chánh Hưng"
2034050,31/03/2026,"-Hà Nội:Tầng 2, tòa CT1 Epic Home, 43 Phạm Văn Đồng, Phường Đông Ngạc"
903632,Không có deadline,Không có địa chỉ
1541046,31/03/2026,"-Hà Nội:Tòa Web3 Số 15 Ngõ 4 Duy Tân, Cầu Giấy, Phường Cầu Giấy"
1980240,25/03/2026,"-Hà Nội:15 Hồ Xuân Hương, Phường Hai Bà Trưng"
1993638,31/03/2026,"-Hà Nội:Toà Viwaseen, 48 Tố Hữu, Phường Đại Mỗ"
1247718,Không có deadline,Không có địa chỉ
776392,30/04/2026,"-Hồ Chí Minh:438 Điện Biên Phủ, Phường Vườn Lài"
1991921,25/03/2026,"-Hồ Chí Minh:Số 2 đường 59 Đông, Phường Bình Trưng-Hồ Chí Minh:Phường Bình Thạnh-Hồ Chí Minh:Phường Cát Lái"
1331229,24/03/2026,"-Hà Nội:101 Phố Láng Hạ, Phường Đống Đa"
2039170,25/03/2026,"-Hồ Chí Minh:234 Ngô Tất Tố, Phường Thạnh Mỹ Tây"
2036436,15/03/2026,"-Hà Nội:Lotte Mall Tây Hồ, Phường Tây Hồ"
1413461,Không có deadline,Không có địa chỉ
2039336,26/03/2026,"-Hà Nội:Tòa Roman Plaza, Phố Tố Hữu, Phường Hà Đông"
2007243,31/03/2026,"-Hồ Chí Minh:số 4 đường 61, Phường Tân Hưng"
2039825,Không có deadline,Không có địa chỉ
1206532,25/03/2026,"-Hà Nội:Tòa Viettel Post, Số 2, Ngõ 15, Duy Tân, Phường Cầu Giấy"
1445229,30/06/2026,"-Hà Nội:Tầng 4, Tòa nhà Artemis, 3 Lê Trọng Tấn, Phường Phương Liệt-Đà Nẵng:Hùng Vương, Phường Thanh Khê"
2039361,30/04/2026,-Hà Nội:(Tất cả phường)-Hồ Chí Minh:(Tất cả phường)-Bắc Ninh:(Tất cả phường)-Đà Nẵng:(Tất cả phường)-Hải Phòng:(Tất cả phường)-Cà Mau:(Tất cả phường)-Đồng Nai:(Tất cả phường)-Cần Thơ:(Tất cả phường)-Hưng Yên:(Tất cả phường)-An Giang:(Tất cả phường)-Đồng Tháp:(Tất cả phường)-Gia Lai:(Tất cả phường)-Khánh Hòa:(Tất cả phường)-Thái Nguyên:(Tất cả phường)-Huế:(Tất cả phường)-Cao Bằng:(Tất cả phường)-Đắk Lắk:(Tất cả phường)-Điện Biên:(Tất cả phường)-Hà Tĩnh:(Tất cả phường)-Lai Châu:(Tất cả phường)-Lâm Đồng:(Tất cả phường)-Lạng Sơn:(Tất cả phường)-Lào Cai:(Tất cả phường)-Nghệ An:(Tất cả phường)-Ninh Bình:(Tất cả phường)-Phú Thọ:(Tất cả phường)-Quảng Ngãi:(Tất cả phường)-Quảng Ninh:(Tất cả phường)-Quảng Trị:(Tất cả phường)-Sơn La:(Tất cả phường)-Tây Ninh:(Tất cả phường)-Thanh Hóa:(Tất cả phường)-Tuyên Quang:(Tất cả phường)-Vĩnh Long:(Tất cả phường)...và 31 địa điểm khácThu gọn
2039590,26/03/2026,-Hồ Chí Minh:Phường Xuân Hòa
2033848,12/03/2026,-Hà Nội:Phường Yên Hòa
2023617,02/03/2026,"-Hà Nội:Số 1 Trần Hữu Dực, Mỹ Đình 2, Từ Liêm, Phường Từ Liêm"
2028357,04/03/2026,"-Hà Nội:đường Nguyễn Cơ Thạch, Mỹ Đình 1, Phường Từ Liêm"
1478645,26/03/2026,"-Hồ Chí Minh:77 Đinh Thị Thi, KĐT Vạn Phúc City, Thủ Đức, Phường Hiệp Bình"
2001821,09/07/2026,"-Hà Nội:số 119, 83 Vũ Đức Úy, Xã Thanh Trì"
2033889,26/03/2026,"-Hồ Chí Minh:Tầng 7, Tòa Vista Somerset, 628C Võ Nguyên Giáp, Phường An Khánh"
1989796,31/03/2026,"-Thái Nguyên:117 Đường Bắc Sơn, Phường Phan Đình Phùng"
1919772,26/03/2026,"-Hà Nội:N03-T8 Ngoại Giao Đoàn, Phường Xuân Đỉnh"
1245812,26/03/2026,"-Thanh Hóa:Khu CN Tây Bắc Ga, Phường Hạc Thành"
1600485,30/03/2026,"-Hà Nội:27 ngõ 16 Hoàng Cầu, Phường Ô Chợ Dừa"
1907615,31/03/2026,"-Hà Nội:Só 131 Trần Phú, Hà Đông, Phường Hà Đông"
2040422,26/03/2026,"-Hồ Chí Minh:67 Hoàng Văn Thái, Phường Tân Mỹ"
2039636,26/03/2026,"-Hà Nội:Tầng 3, toà nhà Green Park, phố Dương Đình Nghệ, Phường Cầu Giấy"
1793951,26/03/2026,"-Hà Nội:Tầng 5, toà D khách sạn thể thao, 15 lê Văn Thiêm, Phường Thanh Xuân-Hồ Chí Minh:Tầng trệt, 54/31 Phổ Quang, Phường 2, Phường Tân Bình"
2039350,26/03/2026,"-Hà Nội:Tòa Capital Palace 29 Liễu Giai, Ba Đình, Phường Ba Đình"
2001833,31/03/2026,"-Hồ Chí Minh:331 Trần Xuân Soạn, Phường Tân Hưng"
2040526,26/03/2026,"-Hồ Chí Minh:176/1 176/3, Đường Nguyễn Văn Thương, Phường Thạnh Mỹ Tây"
1986156,Không có deadline,Không có địa chỉ
2035902,Không có deadline,Không có địa chỉ
2035909,Không có deadline,Không có địa chỉ
2035927,Không có deadline,Không có địa chỉ
1690775,26/03/2026,"-Hà Nội:số 266 Đội Cấn, Phường Ngọc Hà"
2040175,31/03/2026,"-Hồ Chí Minh:đường Nguyễn Lương Bằng, Phường Tân Mỹ"
1770986,30/04/2026,"-Hà Nội:147 Hoàng Quốc Việt, Phường Nghĩa Đô"
2018794,31/03/2026,"-Hà Nội:677 Lạc Long Quân, Phường Phú Thượng"
2035902,Không có deadline,Không có địa chỉ
2035909,Không có deadline,Không có địa chỉ
2035927,Không có deadline,Không có địa chỉ
1690775,26/03/2026,"-Hà Nội:số 266 Đội Cấn, Phường Ngọc Hà"
2040175,31/03/2026,"-Hồ Chí Minh:đường Nguyễn Lương Bằng, Phường Tân Mỹ"
1770986,30/04/2026,"-Hà Nội:147 Hoàng Quốc Việt, Phường Nghĩa Đô"
2018794,31/03/2026,"-Hà Nội:677 Lạc Long Quân, Phường Phú Thượng"
1745398,31/03/2026,"-Hà Nội:Số 25 Trần Hưng Đạo, Hoàn Kiếm, Phường Hoàn Kiếm"
2040147,26/03/2026,"-Hà Nội:Tầng 19, tòa nhà FPT Tower, số 10 Phạm Văn Bạch, Cầu Giấy, Phường Cầu Giấy"
2040011,31/03/2026,"-Hà Nội:Tầng 19, tòa nhà FPT Tower, số 10 Phạm Văn Bạch, Cầu Giấy, Phường Cầu Giấy"
2033076,26/03/2026,"-Hồ Chí Minh:AHT TECH Văn phòng TP. Hồ Chí Minh - Tầng 7, Tòa nhà Jea Building, 112 Lý Chính Thắng, Phường Xuân Hoà, Phường Xuân Hòa"
2039967,26/03/2026,"-Hồ Chí Minh:384 Hoàng Diệu, Phường Khánh Hội"
2039858,31/03/2026,"-Hà Nội:C,TT9-6 KĐT Him Lam, Vạn Phúc, Phường Hà Đông"
2033348,31/03/2026,-Hồ Chí Minh:Phường An Khánh
2039935,26/03/2026,"-Hà Nội:22 Láng Hạ, Phường Láng"
2039906,26/03/2026,"-Hà Nội:1A Yết Kiêu, Phường Cửa Nam"
2039929,31/03/2026,"-Hà Nội:Tầng 19, FPT Tower, Số 10 Phạm Văn Bạch, Yên Hoà, Cầu Giấy, Phường Cầu Giấy"
2039957,26/03/2026,"-Hồ Chí Minh:384 Hoàng Diệu, Phường Khánh Hội-Hà Nội:101 Láng Hạ, Phường Đống Đa"
2039830,31/03/2026,"-Hồ Chí Minh:: L29B-31B-33B, Đường Tân Thuận, KCX Tân Thuận, Phường Tân Thuận"
2040571,31/03/2026,"-Hà Nội:Tầng 3, G2, FiveStar Garden, sô 2 Kim Giang, Phường Khương Đình"
2040573,26/03/2026,"-Hà Nội:55 Nguyễn Chánh, Phường Cầu Giấy"
1002984,30/03/2026,"-Hà Nội:6th Element Nguyễn Văn Huyên, Phường Nghĩa Đô"
1776698,30/03/2026,"-Hà Nội:6th Element Nguyễn Văn Huyên, Phường Nghĩa Đô"
2039577,26/03/2026,"-Hà Nội:Tầng 3, Tòa G2, Five Star Garden, Số 2 Kim Giang, Phường Khương Đình"
1982304,31/03/2026,"-Hà Nội:23 Duy Tân, Phường Cầu Giấy"
2039679,26/03/2026,"-Hà Nội:Tầng 3, toà nhà Green Park, phố Dương Đình Nghệ, Phường Cầu Giấy"
2039673,30/04/2026,"-Gia Lai:44a Phù Đổng, Phường Pleiku"
2039716,31/03/2026,"-Hà Nội:Tầng 19, FPT Tower, Số 10 Phạm Văn Bạch, Yên Hoà, Cầu Giấy, Phường Cầu Giấy"
2039720,26/03/2026,"-Hà Nội:1A Yết Kiêu, Phường Cửa Nam"
1918277,26/03/2026,"-Hà Nội:Số 11, Ngõ 89, Phố Kim Quan Thượng, Phường Việt Hưng, Long Biên, Phường Long Biên"
2004806,Không có deadline,Không có địa chỉ
2040088,31/03/2026,"-Hồ Chí Minh:495 Nguyễn Thị Thập, Phường Tân Hưng"
2039589,26/03/2026,"-Hà Nội:19 Duy Tân, Phường Cầu Giấy"
1808576,26/03/2026,"-Hồ Chí Minh:140 142 đường số 2 Khu đô thị Vạn Phúc, Phường Hiệp Bình"
2040381,Không có deadline,Không có địa chỉ
2017976,26/03/2026,"-Đà Nẵng:25 Hoá Sơn 10, Phường Hòa Cường"
1831206,30/04/2026,"-Hà Nội:Tòa nhà The West, 265 đường Cầu Giấy, Phường Cầu Giấy"
2039509,31/03/2026,"-Hồ Chí Minh:Tòa nhà Phú Mỹ Hưng, Phường Tân Mỹ"
1974619,26/03/2026,"-Hà Nội:Tầng 5, Toà G3, Yên Xá, Tân Triều, Phường Thanh Liệt"
2039527,31/03/2026,"-Hà Nội:157 Cầu Diễn, Phường Xuân Phương"
2039487,31/03/2026,"-Hà Nội:157 Cầu Diễn, Phường Xuân Phương"
2010161,Không có deadline,Không có địa chỉ
2039474,31/03/2026,"-Hồ Chí Minh:Tòa nhà Phú Mỹ Hưng, Phường Tân Mỹ"
1310775,26/03/2026,"-Hà Nội:19 Nguyễn Trãi, Phường Thanh Xuân"
2037584,26/03/2026,"-Hà Nội:39 Galaxy 5, 69 Tố  Hữu, Phường Hà Đông"
2039416,26/03/2026,"-Hà Nội:Tòa PVI, Số 1 Phạm Văn Bạch, Phường Cầu Giấy"
2036899,Không có deadline,Không có địa chỉ
2014148,31/03/2026,"-Hồ Chí Minh:Số 9 Đường Bát Nàn (cũ), Phường Bình Trưng"
1602884,28/03/2026,"-Hồ Chí Minh:số 7, đường số 42, Khu Đô Thị Vạn Phúc, Phường Hiệp Bình"
2030003,Lỗi,Lỗi
2039474,31/03/2026,"-Hồ Chí Minh:Tòa nhà Phú Mỹ Hưng, Phường Tân Mỹ"
1310775,26/03/2026,"-Hà Nội:19 Nguyễn Trãi, Phường Thanh Xuân"
2037584,26/03/2026,"-Hà Nội:39 Galaxy 5, 69 Tố  Hữu, Phường Hà Đông"
2039416,26/03/2026,"-Hà Nội:Tòa PVI, Số 1 Phạm Văn Bạch, Phường Cầu Giấy"
2036899,Không có deadline,Không có địa chỉ
2014148,31/03/2026,"-Hồ Chí Minh:Số 9 Đường Bát Nàn (cũ), Phường Bình Trưng"
1602884,28/03/2026,"-Hồ Chí Minh:số 7, đường số 42, Khu Đô Thị Vạn Phúc, Phường Hiệp Bình"
2030003,06/03/2026,-Hà Nội:Phường Cầu Giấy
1097307,11/03/2026,"-Hà Nội:Toà Viwaseen, 48 Tố Hữu, Phường Đại Mỗ"
2033137,11/03/2026,"-Hà Nội:Rainbow building, Văn Quán, Phường Hà Đông"
1997026,31/03/2026,"-Hà Nội:keangnam, Phường Yên Hòa"
2029719,06/03/2026,"-Hà Nội:Tầng 3, Tòa nhà Technosoft, Ngõ 15 Duy Tân, Phường Cầu Giấy"
2029650,06/03/2026,"-Hà Nội:Tầng 3, Toà N03T6, Khu đô thị Ngoại giao đoàn, Phường Xuân Đỉnh"
1947606,31/03/2026,"-Hồ Chí Minh:222 Điện Biên Phủ, Phường Xuân Hòa"
1948466,31/03/2026,"-Hồ Chí Minh:222 Điện Biên Phủ, Phường Xuân Hòa-Hồ Chí Minh:222 Điện Biên Phủ, Phường Xuân Hòa"
1812013,31/03/2026,"-Hà Nội:15 Tố Hữu, Phường Thanh Xuân"
2039064,25/03/2026,"-Hà Nội:V1-A02 Khu đô thị An Hưng, Phường Dương Nội"
2039077,25/03/2026,"-Hà Nội:Tòa Stellar Garden, 35 Lê Văn Thiêm, Thanh Xuân, Phường Thanh Xuân"
1741297,31/03/2026,"-Hồ Chí Minh:Đường số 24, KCX Tân Thuận, Phường Tân Thuận"
2039131,25/03/2026,"-Hà Nội:Tầng 5, Khu Văn Phòng Tòa N01-T4, Đường Hoàng Minh Thảo, Phường Xuân Đỉnh"
2039140,25/03/2026,"-Hồ Chí Minh:781/D2 Lê Hồng Phong, Phường Hòa Hưng"
2039148,31/03/2026,"-Hà Nội:Tòa CMC, số 11 Duy Tân, Phường Cầu Giấy"
1799870,25/03/2026,"-Hà Nội:Tòa nhà Kim Hoàn, ngõ 19 Duy Tân, Phường Cầu Giấy"
1413658,25/03/2026,"-Hà Nội:The Nine, số 9 Phạm Văn Đồng, Phường Phú Diễn"
2039187,25/03/2026,"-Hồ Chí Minh:Tòa Nhà Bluesky Office, Số 01 Bạch Đằng, Phường Tân Sơn Hòa"
2038154,31/03/2026,"-Hà Nội:Tầng 10, tòa nhà văn phòng Nam Cường, Km4 đường Tố Hữu, Phường Dương Nội-Hồ Chí Minh:Tầng 5, tòa văn phòng PTS, 118 Huỳnh Tấn Phát, Phường Tân Hưng"
2039238,25/03/2026,"-Đà Nẵng:Khu công nghệ cao, Phường Liên Chiểu"
1655202,31/03/2026,"-Hà Nội:106 Trung Phụng, Phường Đống Đa"
2010107,25/03/2026,"-Hồ Chí Minh:5-7 Nguyễn Huy Tưởng, Phường Bình Thạnh-Hà Nội:53 Thái Hà, Phường Đống Đa"
1990044,31/03/2026,"-Hà Nội:Tầng 4, số 5 ngõ 82 Dịch Vọng Hậu, Phường Cầu Giấy"
1990029,31/03/2026,"-Hà Nội:Tầng 4, số 5 ngõ 82 Dịch Vọng Hậu, Phường Cầu Giấy"
2019009,25/03/2026,"-Hà Nội:Tòa nhà Sao Bắc, Số 4 Dã Tượng, Phường Cửa Nam"
2038868,25/03/2026,"-Hà Nội:Liền kế 2 ô số 3 khu đô thị Xa La hà, Phường Hà Đông"
728831,31/03/2026,-Hà Nội:Phường Từ Liêm
1951677,25/03/2026,"-Hồ Chí Minh:Tòa nhà Nguyên Lâm 133 Dương Bá Trạc, Phường Chánh Hưng-Hồ Chí Minh:Phường Phú Định-Hồ Chí Minh:Phường Bình Đông"
1743900,25/03/2026,"-Hồ Chí Minh:133 Dương Bá Trạc, Phường Chánh Hưng"
2033325,25/03/2026,"-Hà Nội:Số 165 Bà Triệu, Phường Hai Bà Trưng"
1720313,31/03/2026,"-Hà Nội:15 Tố Hữu, Phường Thanh Xuân"
1632538,25/03/2026,"-Hà Nội:Số 1 3 Ngõ 285 Khuất Duy Tiến, Phường Đại Mỗ"
2039322,Không có deadline,Không có địa chỉ
2016426,25/03/2026,"-Hồ Chí Minh:E50, Đường số 9, Khu Himlam Thành phố Hồ Chí Minh, Việt Nam, Phường Tân Hưng"
1981609,25/03/2026,"-Hà Nội:Số 74 Vũ Phạm Hàm, Phường Yên Hòa"
1964120,25/03/2026,"-Hà Nội:53 Thái Hà, Phường Đống Đa"
1848271,25/03/2026,-Hà Nội:(Tất cả phường)
2016152,31/03/2026,"-Hà Nội:Số 24 phố Trung Hòa, phường Trung Hòa, Phường Cầu Giấy"
2038817,25/03/2026,"-Huế:18 Lê Lợi, Phường Thuận Hóa"
1637202,31/03/2026,-Hải Phòng:(Tất cả phường)
1977543,31/03/2026,"-Hà Nội:315 Trường Chinh, Phường Phương Liệt"
2038830,25/03/2026,-Hà Nội:Phường Cầu Giấy
2038842,31/03/2026,"-Hà Nội:Tòa CMC, số 11 Duy Tân, Phường Cầu Giấy"
